Name,Labelbox category,Supervisely Category,Labelbox Object Title,Labelbox Title or Answer Text,Supervisely ClassTitle or Tag,Supervisely Values,Checkbox for follow-up,Assigned to,Table 6
"""Keep Shape""-""objects"" -> ""classifications"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""* Keep Shape?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Keep Shape""","""""""* Keep Shape?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Keep Shape?""",,Abbey List,
"""Rectangular""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Rectangular"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Rectangular""","""""""Rectangular"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Rectangular""",,Abbey List,
"""Polygonal""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Polygonal"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Polygonal""","""""""Polygonal"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Polygonal""",,Abbey List,
"""Keep features (embrasures are pear-shaped, machicolations are projected walls at the top of the keep with crenelations above and corbels below, and arched buttresses are large, blind arches pressed against the wall)""-""objects"" -> ""classifications"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>","""objects"" -> ""classifications"" -> ""title""",,"""""""fortification element"""" """"objects"""" -> """"title""""""","""Keep features (embrasures are pear-shaped, machicolations are projected walls at the top of the keep with crenelations above and corbels below, and arched buttresses are large, blind arches pressed against the wall)""",,,checked,Abbey List,
"""Arrow slits""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Arrow slits (Individual)"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Arrow slits""","""""""Arrow slits (Individual)"""" """"objects"""" -> tags"""" -> """"name""""""","""Arrow slits (Individual)""",,Abbey List,
"""Door""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Door (Round-headed)"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Door""","""""""Door (Round-headed)"""" """"objects"""" -> tags"""" -> """"name""""""","""Door (Round-headed)""",,Abbey List,
"""Grilled window""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""(Window (Grilled)"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Grilled window""","""""""(Window (Grilled)"""" """"objects"""" -> tags"""" -> """"name""""""","""(Window (Grilled)""",,Abbey List,
"""Square window""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Window (Rectangular)"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Square window""","""""""Window (Rectangular)"""" """"objects"""" -> tags"""" -> """"name""""""","""Window (Rectangular)""",,Abbey List,
"""Round-headed window""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Window (Round-headed)"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Round-headed window""","""""""Window (Round-headed)"""" """"objects"""" -> tags"""" -> """"name""""""","""Window (Round-headed)""",,Abbey List,
"""Breteche'""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Breteche"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Breteche'""","""""""Breteche"""" """"objects"""" -> tags"""" -> """"name""""""","""Breteche""",,Abbey List,
"""Round-based embrasures""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Embrasures"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Round-based embrasures""","""""""Embrasures"""" """"objects"""" -> tags"""" -> """"name""""""","""Embrasures""",,Abbey List,
"""Tripled arrow slits""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Arrow slits (Tripled)"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Tripled arrow slits""","""""""Arrow slits (Tripled)"""" """"objects"""" -> tags"""" -> """"name""""""","""Arrow slits (Tripled)""",,Abbey List,
"""Arched buttress""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Arched Buttress"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Arched buttress""","""""""Arched Buttress"""" """"objects"""" -> tags"""" -> """"name""""""","""Arched Buttress""",,Abbey List,
"""Ladder or stairs""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Ladder or stairs"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Ladder or stairs""","""""""Ladder or stairs"""" """"objects"""" -> tags"""" -> """"name""""""","""Ladder or stairs""",,Abbey List,
"""Corbelled corner turrets""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Corbelled corner turrets"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Corbelled corner turrets""","""""""Corbelled corner turrets"""" """"objects"""" -> tags"""" -> """"name""""""","""Corbelled corner turrets""",,Abbey List,
"""Peaked window""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""(Window (Peaked)"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Peaked window""","""""""(Window (Peaked)"""" """"objects"""" -> tags"""" -> """"name""""""","""(Window (Peaked)""",,Abbey List,
"""Machicolations""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Machicolations"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Machicolations""","""""""Machicolations"""" """"objects"""" -> tags"""" -> """"name""""""","""Machicolations""",,Abbey List,
"""Curved or Straight?""-""objects"" -> ""classifications"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""* Curved wall or straight?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Curved or Straight?""","""""""* Curved wall or straight?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Curved wall or straight?""",,Abbey List,
"""Curved Horizontally""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Curved (Horizontal only)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Curved Horizontally""","""""""Curved (Horizontal only)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Curved (Horizontal only)""",,Abbey List,
"""Curved Vertically (follows terrain)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Curved (Vertical - following terrain - only)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Curved Vertically (follows terrain)""","""""""Curved (Vertical - following terrain - only)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Curved (Vertical - following terrain - only)""",,Abbey List,
"""Straight""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Straight"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Straight""","""""""Straight"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Straight""",,Abbey List,
"""Curved horizontally and vertically""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Curved (Horizontal and vertical)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Curved horizontally and vertically""","""""""Curved (Horizontal and vertical)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Curved (Horizontal and vertical)""",,Abbey List,
"""City or castle wall?""-""objects"" -> ""classifications"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""* Castle wall or city wall?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""City or castle wall?""","""""""* Castle wall or city wall?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Castle wall or city wall?""",,Abbey List,
"""City""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""City wall"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fortification element"""" """"objects"""" -> """"title""""""","""City""","""""""City wall"""" """"objects"""" -> """"tags"""" -> """"value""""""","""City wall""",,Abbey List,
"""Castle""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Castle wall"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Castle""","""""""Castle wall"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Castle wall""",,Abbey List,
"""Wall Features""-""objects"" -> ""classifications"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>","""objects"" -> ""classifications"" -> ""title""",,"""""""fortification element"""" """"objects"""" -> """"title""""""","""Wall Features""",,,checked,Abbey List,
"""Visible wall walk (Only if in the traced area)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Top"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Visible wall walk (Only if in the traced area)""","""""""Top"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Top""",,Abbey List,
"""Arrow Loops""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fortification element"""" """"objects"""" -> """"title""""""===>""""""Arrow slits (Individual)"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""fortification element"""" """"objects"""" -> """"title""""""","""Arrow Loops""","""""""Arrow slits (Individual)"""" """"objects"""" -> tags"""" -> """"name""""""","""Arrow slits (Individual)""",,Abbey List,
